exp_parameters,dl_capacity,ul_capacity,dl_delay,ul_delay,id,mad,mnp,mps,p,ptc,sdt,timeout,tmp,dl_stable_throughput,dl_stable_responsiveness,dl_throughput,dl_connections,dl_max_path_mtu,dl_max_send_mss,dl_max_recv_mss,dl_retransmissions,dl_reorder,dl_avg_rtt,dl_rpm_p,dl_rpm_trimmed,ul_stable_throughput,ul_stable_responsiveness,ul_throughput,ul_connections,ul_max_path_mtu,ul_max_send_mss,ul_max_recv_mss,ul_retransmissions,ul_reorder,ul_avg_rtt,ul_rpm_p,ul_rpm_trimmed,final_rpm_p,final_rpm_trimmed,ub_base_rpm_p,ub_base_rpm_trimmed,base_rpm_p,base_rpm_trimmed,wc_effect_p,wc_effect_trimmed,iteration
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.497,14,1500,1448,1448,0,45,15100,377,787,True,False,36.465,16,1500,1448,1424,236,48,23150.375,135,486,176,747,5442,5571,5442,5574,3,13,79
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.617,14,1500,1448,1448,0,45,15077.8,390,808,True,False,36.738,16,1500,1448,1425,86,48,23460.6875,157,470,199,765,5433,5563,5438,5561,4,14,50
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.865,16,1500,1448,1448,0,48,15072,346,738,True,False,34.984,16,1500,1448,1424,147,48,23492.6875,76,517,158,666,5443,5566,5453,5568,3,12,23
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.498,13,1500,1448,1448,0,42,14773.214285714286,417,847,True,False,35.092,16,1500,1448,1424,69,48,24039.4375,143,546,176,748,5448,5577,5457,5579,3,13,68
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.495,14,1500,1448,1448,0,42,14529.5,409,826,True,False,35.616,16,1500,1448,1424,126,49,23793.9375,155,508,185,766,5447,5574,5454,5577,3,14,92
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.614,15,1500,1448,1448,0,48,15000.9375,374,810,True,False,36.998,16,1500,1448,1424,233,48,23465.75,+Inf,NaN,353,797,5444,5553,5444,5553,6,14,95
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.624,15,1500,1448,1448,0,48,15095.9375,370,829,False,False,33.965,16,1500,1448,1425,459,48,24384.9375,145,440,133,716,5445,5574,5449,5576,2,13,46
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.365,16,1500,1448,1448,0,48,14811.375,365,711,True,False,36.467,16,1500,1448,1425,212,48,23752.75,130,470,219,677,5433,5562,5450,5564,4,12,93
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.872,16,1500,1448,1448,0,48,15484.875,365,654,True,False,35.874,16,1500,1448,1425,261,48,22755.3125,101,519,119,621,5454,5581,5463,5584,2,11,17
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.745,16,1500,1448,1448,0,48,15154.125,362,751,True,False,37.240,16,1500,1448,1424,235,48,23953.3125,172,544,188,687,5436,5570,5439,5573,3,12,29
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.495,16,1500,1448,1448,0,48,14878.375,379,804,True,False,35.496,16,1500,1448,1424,146,48,23933.3125,128,491,165,737,5454,5561,5462,5562,3,13,20
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.496,16,1500,1448,1448,0,48,15193.9375,383,740,True,False,36.227,16,1500,1448,1424,190,48,23538.625,81,489,152,691,5436,5577,5438,5580,3,12,31
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.739,13,1500,1448,1448,0,42,14579.714285714286,429,834,True,False,36.599,16,1500,1448,1425,167,48,24065.3125,123,510,163,750,5439,5578,5443,5581,3,13,84
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.739,16,1500,1448,1448,0,48,15128.3125,319,732,True,False,35.487,16,1500,1448,1425,197,48,24183.4375,152,512,228,867,5448,5560,5459,5562,4,16,13
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.496,13,1500,1448,1448,0,42,14649,412,844,True,False,35.225,16,1500,1448,1424,107,48,23033.75,143,543,186,765,5431,5564,5432,5542,3,14,62
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.495,14,1500,1448,1448,0,42,14355.642857142857,445,884,True,False,35.225,16,1500,1448,1425,136,48,23697.375,143,537,174,811,5457,5570,5459,5572,3,15,75
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.240,16,1500,1448,1448,0,48,14904.8125,348,711,True,False,36.244,16,1500,1448,1424,285,48,23686.8125,105,498,196,780,5448,5570,5449,5570,4,14,9
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.621,12,1500,1448,1448,0,39,14425.307692307691,467,865,True,False,34.615,16,1500,1448,1425,111,48,24202.8125,150,528,161,810,5439,5569,5443,5571,3,15,44
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.494,10,1500,1448,1448,0,33,14028,514,912,True,False,35.224,16,1500,1448,1425,231,48,24199.375,125,525,158,846,5445,5563,5459,5564,3,15,48
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.490,16,1500,1448,1448,0,48,14994.8125,348,730,True,False,36.238,16,1500,1448,1425,240,48,23947.4375,83,509,174,677,5439,5562,5440,5551,3,12,99
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.748,16,1500,1448,1448,0,48,15049.5,341,714,True,False,35.227,16,1500,1448,1424,237,48,23661.5625,110,518,166,670,5452,5569,5458,5571,3,12,56
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.749,13,1500,1448,1448,0,42,14283.857142857143,433,877,True,False,34.983,16,1500,1448,1425,310,48,23709.75,160,532,155,774,5449,5564,5452,5568,3,14,32
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.749,16,1500,1448,1448,0,48,15394.0625,343,720,True,False,36.996,16,1500,1448,1425,199,48,24793.5,117,543,172,658,5439,5567,5444,5570,3,12,78
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.369,14,1500,1448,1448,0,42,14569.357142857143,429,830,True,False,36.621,16,1500,1448,1425,118,48,24096.375,197,470,219,763,5452,5577,5452,5579,4,14,38
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.624,16,1500,1448,1448,0,48,15403.625,344,729,True,False,34.614,16,1500,1448,1424,176,48,24113.4375,132,512,172,693,5438,5574,5453,5576,3,12,26
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.801,16,1500,1448,1448,0,48,15199.5625,335,713,True,False,36.465,16,1500,1448,1424,222,48,23762.6875,175,504,182,696,5427,5557,5435,5556,3,13,69
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.749,13,1500,1448,1448,0,42,14639.142857142857,448,875,True,False,34.488,16,1500,1448,1424,111,48,24381.25,130,479,159,797,5439,5573,5439,5571,3,14,34
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.746,16,1500,1448,1448,0,48,15189.1875,348,704,True,False,36.000,16,1500,1448,1425,194,48,23809.25,117,473,143,649,5447,5566,5455,5568,3,12,58
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.609,13,1500,1448,1448,0,42,14223.5,455,867,True,False,36.243,16,1500,1448,1425,252,48,24678.8125,115,507,179,815,5424,5596,5434,5603,3,15,30
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.620,16,1500,1448,1448,0,48,15144.8125,321,681,True,False,36.749,16,1500,1448,1425,170,48,23824.625,157,488,170,718,5452,5584,5472,5586,3,13,70
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.368,14,1500,1448,1448,0,45,14833.933333333332,399,821,True,False,35.499,16,1500,1448,1425,78,48,23710.4375,123,525,152,769,5446,5565,5449,5564,3,14,24
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.612,13,1500,1448,1448,0,42,14738.285714285714,429,834,True,False,36.095,16,1500,1448,1425,111,48,23576.375,150,481,193,788,5452,5580,5461,5581,4,14,52
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.676,16,1500,1448,1448,0,48,15417.4375,361,744,True,True,36.724,12,1500,1448,1424,0,39,22480.076923076922,159,612,208,709,5444,5584,5457,5589,4,13,36
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.491,16,1500,1448,1448,0,48,15081.75,370,782,True,False,35.100,16,1500,1448,1425,187,48,23621.9375,152,454,167,706,5465,5603,5468,5590,3,13,2
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.493,14,1500,1448,1448,0,45,14891.2,408,824,False,False,35.622,16,1500,1448,1425,236,48,23651.5,174,507,168,734,5447,5572,5456,5575,3,13,5
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.612,15,1500,1448,1448,0,48,15166.125,356,772,True,False,35.869,16,1500,1448,1425,108,48,23975.4375,145,500,158,704,5442,5570,5458,5573,3,13,89
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.489,16,1500,1448,1448,0,48,15040.5625,327,725,True,False,35.864,16,1500,1448,1425,75,48,23729.75,139,564,174,668,5436,5592,5441,5592,3,12,74
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.497,16,1500,1448,1448,0,48,15238.875,343,706,True,False,35.367,16,1500,1448,1425,80,48,23405.375,102,526,179,687,5452,5561,5457,5564,3,12,91
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.744,16,1500,1448,1448,0,48,15017.75,375,764,False,False,35.478,16,1500,1448,1425,575,48,24187.1875,113,424,120,671,5451,5563,5464,5565,2,12,53
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.619,15,1500,1448,1448,0,45,14721.666666666666,409,812,True,False,35.122,16,1500,1448,1424,258,48,24752.8125,138,455,178,749,5446,5561,5447,5562,3,13,21
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.495,15,1500,1448,1448,0,48,15159.25,385,752,True,False,36.484,16,1500,1448,1425,103,48,23832.1875,154,546,210,719,5470,5583,5470,5587,4,13,55
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.364,15,1500,1448,1448,0,48,15110.6875,394,790,True,False,36.490,16,1500,1448,1425,110,48,22961.1875,101,564,134,727,5444,5567,5448,5569,2,13,27
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.991,16,1500,1448,1448,0,48,15405.5625,333,715,True,False,35.980,16,1500,1448,1424,137,48,23953.375,143,477,155,669,5448,5569,5451,5571,3,12,77
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.873,16,1500,1448,1448,0,48,15044.4375,345,745,True,False,36.082,16,1500,1448,1425,169,48,23490.8125,114,510,159,695,5452,5571,5455,5574,3,12,85
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.996,16,1500,1448,1448,0,48,16297.5625,299,619,True,False,35.235,16,1500,1448,1425,367,48,24599.875,69,552,182,634,5457,5563,5459,5565,3,11,86
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.622,15,1500,1448,1448,0,45,14875.266666666666,402,810,True,False,36.233,16,1500,1448,1425,49,48,24099.1875,109,637,162,751,5448,5573,5456,5577,3,13,18
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.625,13,1500,1448,1448,0,42,14620,424,871,True,False,36.110,16,1500,1448,1425,133,48,23963.625,116,491,163,777,5460,5593,5463,5597,3,14,22
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.498,16,1500,1448,1448,0,48,15501.375,348,702,True,False,35.971,16,1500,1448,1424,224,48,23928.875,160,427,202,733,5439,5566,5439,5567,4,13,81
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.862,16,1500,1448,1448,0,48,14973.5625,340,727,True,False,34.727,16,1500,1448,1424,77,48,23638.875,135,499,155,670,5456,5567,5458,5570,3,12,64
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.489,16,1500,1448,1448,0,48,15171.8125,344,724,True,False,35.872,16,1500,1448,1425,268,48,24177,129,534,203,735,5461,5593,5463,5598,4,13,7
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.743,15,1500,1448,1448,0,48,15514.3125,371,730,True,False,34.856,16,1500,1448,1425,240,48,24276.6875,118,535,172,705,5447,5566,5457,5569,3,13,76
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.749,16,1500,1448,1448,0,48,15081.5625,360,703,True,False,36.341,16,1500,1448,1424,235,48,23722.0625,98,506,148,656,5429,5563,5435,5568,3,12,98
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.495,16,1500,1448,1448,0,48,15011.6875,357,742,False,False,36.726,16,1500,1448,1424,195,48,24056.375,121,525,125,663,5459,5584,5460,5586,2,12,19
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.741,12,1500,1448,1448,0,39,14477.923076923076,443,849,True,False,36.492,16,1500,1448,1424,186,48,24398.5625,119,510,165,770,5456,5571,5460,5574,3,14,28
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.621,15,1500,1448,1448,0,48,15268.25,366,764,True,False,36.222,16,1500,1448,1424,260,48,23847.75,109,493,161,719,5460,5569,5465,5569,3,13,67
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.496,16,1500,1448,1448,0,48,15286.1875,339,791,True,False,35.488,16,1500,1448,1425,131,48,23716.6875,147,416,273,773,5443,5570,5449,5563,5,14,61
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.493,14,1500,1448,1448,0,45,14929.533333333333,396,781,False,False,36.473,16,1500,1448,1424,727,48,24458.9375,133,466,156,689,5454,5584,5461,5586,3,12,1
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.769,16,1500,1448,1448,0,48,15094.5625,378,725,True,False,36.742,16,1500,1448,1424,226,48,24001.1875,87,507,122,687,5445,5557,5445,5557,2,12,66
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.867,10,1500,1448,1448,0,33,13833.272727272728,525,942,True,False,36.466,16,1500,1448,1425,212,49,23739.5,125,453,152,853,5435,5584,5464,5584,3,15,40
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.122,14,1500,1448,1448,0,42,14620.857142857143,420,896,True,False,36.721,16,1500,1448,1424,69,48,24246.625,86,492,156,837,5440,5574,5453,5577,3,15,73
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.616,16,1500,1448,1448,0,48,14757.5625,347,737,True,False,36.230,16,1500,1448,1425,147,48,24460,119,516,180,789,5442,5578,5443,5581,3,14,49
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.246,15,1500,1448,1448,0,48,15143.375,386,774,True,False,36.859,16,1500,1448,1425,162,48,24161.3125,117,455,162,734,5457,5574,5463,5577,3,13,60
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.625,12,1500,1448,1448,0,36,14065.333333333334,464,906,True,False,34.856,16,1500,1448,1424,252,48,23738.3125,123,460,155,827,5426,5568,5426,5565,3,15,41
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.495,14,1500,1448,1448,0,45,14933.8,381,797,True,False,35.718,16,1500,1448,1425,233,48,24261.8125,135,521,166,726,5440,5574,5450,5578,3,13,10
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.485,14,1500,1448,1448,0,45,14744.666666666666,415,841,True,False,35.975,16,1500,1448,1424,28,48,24066.125,123,516,166,765,5453,5570,5458,5571,3,14,37
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.499,12,1500,1448,1448,0,39,14409.076923076924,460,930,True,False,36.248,16,1500,1448,1425,162,48,24300.0625,133,489,186,865,5448,5558,5455,5558,3,16,100
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.623,11,1500,1448,1448,0,33,13853.272727272728,505,915,True,False,35.227,16,1500,1448,1425,402,48,24083.0625,161,505,219,883,5456,5580,5457,5582,4,16,35
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.246,12,1500,1448,1448,0,39,14124.846153846154,452,921,True,False,36.744,16,1500,1448,1425,248,48,24416.125,160,504,183,812,5457,5564,5461,5567,3,15,11
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.370,15,1500,1448,1448,0,48,15202.5,383,792,True,False,36.479,16,1500,1448,1425,105,48,23391,121,463,151,715,5457,5584,5461,5588,3,13,94
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.993,16,1500,1448,1448,0,48,15595.8125,353,710,True,False,36.360,16,1500,1448,1425,111,48,24008.4375,151,524,181,702,5441,5574,5446,5578,3,13,87
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.123,13,1500,1448,1448,0,39,14083.153846153846,474,930,True,False,34.740,16,1500,1448,1424,269,48,23656.875,126,468,183,859,5436,5574,5440,5580,3,15,90
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.491,16,1500,1448,1448,0,48,15248.1875,349,726,True,False,35.860,16,1500,1448,1424,204,48,24172.25,129,514,174,680,5448,5562,5449,5563,3,12,6
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.745,16,1500,1448,1448,0,48,14835.125,361,726,True,False,35.997,16,1500,1448,1424,138,48,23817.375,141,478,198,846,5446,5581,5451,5584,4,15,25
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.498,16,1500,1448,1448,0,48,15168.875,357,719,True,False,34.866,16,1500,1448,1425,297,48,23594.1875,121,488,201,681,5447,5584,5455,5589,4,12,65
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.371,12,1500,1448,1448,0,39,14256.923076923076,463,889,True,False,35.599,16,1500,1448,1424,191,48,24670.25,157,508,160,820,5452,5570,5454,5572,3,15,54
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.488,13,1500,1448,1448,0,42,14737.57142857143,415,872,True,True,36.084,13,1500,1448,1424,0,42,22665.428571428572,178,640,211,821,5446,5566,5449,5569,4,15,39
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.497,10,1500,1448,1448,0,33,14024.09090909091,517,930,True,False,35.983,16,1500,1448,1425,395,48,24899.125,155,395,274,922,5454,5590,5467,5593,5,16,3
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.492,12,1500,1448,1448,0,39,14409.76923076923,449,868,True,False,35.115,16,1500,1448,1425,210,48,24652.25,160,454,197,837,5441,5587,5454,5594,4,15,97
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.492,15,1500,1448,1448,0,48,15191.6875,361,767,True,False,35.499,16,1500,1448,1425,229,48,24524.625,137,534,182,708,5439,5567,5443,5568,3,13,33
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.623,16,1500,1448,1448,0,48,14754.1875,352,712,True,False,35.721,16,1500,1448,1425,181,48,23625.0625,128,521,207,806,5458,5583,5461,5588,4,14,47
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.496,16,1500,1448,1448,0,48,15025.6875,338,757,True,False,37.223,16,1500,1448,1425,139,48,23642.25,142,520,160,701,5445,5576,5450,5580,3,13,96
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.490,16,1500,1448,1448,0,48,15044.9375,338,784,True,False,36.741,16,1500,1448,1424,254,48,23567.5625,165,463,282,857,5437,5559,5440,5560,5,15,72
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.623,16,1500,1448,1448,0,48,15014.3125,382,768,True,True,37.222,11,1500,1448,1424,0,36,20789.583333333332,178,688,202,755,5444,5563,5448,5565,4,14,16
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.620,16,1500,1448,1448,0,48,15166.5,347,699,False,False,35.978,16,1500,1448,1425,651,48,22916.6875,129,455,142,632,5458,5578,5462,5581,3,11,8
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.491,16,1500,1448,1448,0,48,15308.1875,388,753,True,False,36.356,16,1500,1448,1424,9,48,23022.1875,157,519,218,720,5471,5567,5471,5567,4,13,14
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.623,16,1500,1448,1448,0,48,15430.875,349,719,True,False,36.839,16,1500,1448,1425,184,48,23694.3125,149,459,207,695,5455,5581,5459,5584,4,12,82
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.625,13,1500,1448,1448,0,39,14592.153846153846,448,848,True,False,34.594,16,1500,1448,1425,221,48,23982.25,136,490,196,800,5449,5562,5456,5560,4,14,45
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.737,16,1500,1448,1448,0,48,15239.1875,354,692,True,False,35.991,16,1500,1448,1425,159,48,24408.375,156,497,206,691,5440,5574,5442,5571,4,12,43
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.496,16,1500,1448,1448,0,48,15231.8125,340,700,True,False,34.964,16,1500,1448,1424,158,48,23382.4375,95,493,182,674,5425,5563,5426,5565,3,12,83
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.492,16,1500,1448,1448,0,48,15246.5625,355,790,True,False,35.214,16,1500,1448,1424,49,48,23274.75,160,516,251,747,5431,5572,5439,5575,5,13,63
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.497,13,1500,1448,1448,0,39,14417.307692307691,462,880,True,False,34.498,16,1500,1448,1424,181,48,23376.875,124,458,165,802,5440,5565,5441,5567,3,14,80
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.622,13,1500,1448,1448,0,42,14377.857142857143,446,857,True,False,35.995,16,1500,1448,1424,237,48,22989.1875,107,507,156,793,5454,5567,5458,5567,3,14,59
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.498,16,1500,1448,1448,0,48,15189.5625,365,719,True,False,35.125,16,1500,1448,1425,133,48,24123.6875,136,505,157,678,5438,5562,5438,5566,3,12,15
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.617,16,1500,1448,1448,0,48,14864.0625,379,776,True,False,34.477,16,1500,1448,1424,90,48,23667.125,141,523,171,703,5451,5569,5455,5571,3,13,71
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.617,14,1500,1448,1448,0,45,14628.533333333333,397,833,True,False,36.214,16,1500,1448,1424,138,48,24221.875,191,504,203,765,5453,5575,5454,5578,4,14,42
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.491,16,1500,1448,1448,0,48,15172.25,346,732,True,False,36.240,16,1500,1448,1424,102,48,23823.375,180,574,207,695,5448,5584,5460,5589,4,12,51
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.612,15,1500,1448,1448,0,48,14733.9375,389,826,True,False,35.352,16,1500,1448,1424,121,48,23353.9375,149,522,161,746,5461,5581,5463,5582,3,13,57
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.497,16,1500,1448,1448,0,48,14996.8125,375,778,True,False,35.364,16,1500,1448,1425,115,48,23908.8125,115,539,159,711,5452,5569,5456,5571,3,13,88
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,False,89.488,16,1500,1448,1448,0,48,15191.625,339,762,True,False,34.992,16,1500,1448,1425,4,49,24033.75,172,492,253,765,5434,5574,5438,5577,5,14,4
VDSL mps,100,40,5,5,1,4,16,60,90,.05,5,20,5,True,True,89.499,16,1500,1448,1448,0,48,14978,355,733,True,False,35.498,16,1500,1448,1425,223,48,23027.8125,135,561,163,681,5455,5571,5461,5573,3,12,12
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.493,16,1500,1448,1448,0,48,15151,350,711,True,False,35.371,16,1500,1448,1425,324,48,23486.8125,44,410,49,743,5461,5593,5460,5592,1,13,79
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,True,88.493,16,1500,1448,1448,0,48,15575.75,344,700,True,False,34.997,16,1500,1448,1425,72,48,23090.8125,44,350,48,650,5456,5578,5459,5582,1,12,50
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.492,16,1500,1448,1448,0,48,15374.8125,344,700,True,False,34.237,16,1500,1448,1425,288,48,22744.9375,79,441,185,838,5458,5589,5458,5594,3,15,23
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.493,16,1500,1448,1448,0,48,14987.6875,339,713,True,False,34.123,16,1500,1448,1425,363,48,23585.125,43,389,69,907,5461,5579,5463,5582,1,16,68
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.487,16,1500,1448,1448,0,48,15450.9375,347,698,True,False,33.985,16,1500,1448,1424,150,48,23831.375,45,467,56,708,5463,5593,5463,5594,1,13,92
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,True,88.869,16,1500,1448,1448,0,48,15522.0625,312,698,True,False,33.991,16,1500,1448,1425,421,48,23269,38,453,45,659,5451,5571,5451,5570,1,12,95
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,True,88.623,16,1500,1448,1448,0,48,15557.5,363,717,False,False,34.341,16,1500,1448,1424,891,48,23132,32,517,31,658,5455,5581,5456,5582,1,12,46
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,True,88.369,12,1500,1448,1448,0,39,14824.384615384615,441,855,True,False,35.229,16,1500,1448,1424,345,48,23271.6875,41,396,51,783,5453,5580,5453,5585,1,14,93
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.623,16,1500,1448,1448,0,48,15333.75,335,669,True,False,36.118,16,1500,1448,1425,455,48,24208.5625,37,432,50,823,5463,5590,5463,5593,1,15,17
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.246,16,1500,1448,1448,0,48,14941.875,333,674,True,False,35.846,16,1500,1448,1425,333,48,24360.3125,61,527,112,884,5451,5589,5461,5589,2,16,29
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,False,88.370,16,1500,1448,1448,0,48,15597.9375,350,685,True,False,34.601,16,1500,1448,1424,383,48,22584.6875,39,548,30,816,5459,5580,5461,5583,1,15,20
VDSL mps,100,40,5,5,1,4,16,130,90,.05,5,20,5,True,True,88.119,16,1500,1448,1448,0,48,15692,349,659,True,False,35.372,16,1500,1448,1425,192,48,23349.9375,36,390,34,622,5436,5586,5443,5590,1,11,31
