exp_parameters,dl_capacity,ul_capacity,dl_delay,ul_delay,id,inc,inp,mad,mnp,mps,p,ptc,sdt,timeout,tmp,dl_stable_throughput,dl_stable_responsiveness,dl_throughput,dl_connections,dl_max_path_mtu,dl_max_send_mss,dl_max_recv_mss,dl_retransmissions,dl_reorder,dl_avg_rtt,dl_rpm_p,dl_rpm_trimmed,ul_stable_throughput,ul_stable_responsiveness,ul_throughput,ul_connections,ul_max_path_mtu,ul_max_send_mss,ul_max_recv_mss,ul_retransmissions,ul_reorder,ul_avg_rtt,ul_rpm_p,ul_rpm_trimmed,final_rpm_p,final_rpm_trimmed,ub_base_rpm_p,ub_base_rpm_trimmed,base_rpm_p,base_rpm_trimmed,wc_effect_p,wc_effect_trimmed,iteration
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.992,16,1500,1448,1448,0,48,15346.25,359,699,True,False,35.116,16,1500,1448,1424,211,48,23061.875,121,461,209,677,5447,5564,5448,5555,4,12,29
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.618,16,1500,1448,1448,0,48,15463.375,337,686,True,False,35.991,16,1500,1448,1424,155,48,23671.875,140,421,310,735,5454,5564,5460,5566,6,13,163
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.989,16,1500,1448,1448,0,48,15322.9375,348,722,False,False,34.988,16,1500,1448,1425,1004,50,23321.25,60,419,67,733,5441,5563,5442,5564,1,13,20
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,90.372,16,1500,1448,1448,0,48,15279.375,+Inf,NaN,True,False,35.230,16,1500,1448,1424,157,48,24171.8125,45,476,45,603,5453,5559,5454,5562,1,11,31
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.865,16,1500,1448,1448,0,48,15391.8125,355,706,True,False,35.247,16,1500,1448,1424,391,48,22092.3125,132,458,195,682,5210,5477,5213,5491,4,12,190
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.746,16,1500,1448,1448,0,48,15389.5625,331,686,True,False,36.094,16,1500,1448,1424,484,48,23342.6875,100,486,253,801,5448,5558,5448,5559,5,14,84
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.118,16,1500,1448,1448,0,48,15363.4375,333,727,True,False,36.234,16,1500,1448,1424,346,48,23392.1875,53,478,115,827,5455,5577,5457,5580,2,15,13
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.367,16,1500,1448,1448,0,48,15640.5625,342,691,True,False,35.617,16,1500,1448,1425,308,48,23320.9375,99,516,151,734,5208,5436,5211,5453,3,13,196
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.114,16,1500,1448,1448,0,48,15223.5625,341,739,False,False,34.247,16,1500,1448,1425,920,48,23921.1875,54,444,65,810,5440,5567,5446,5569,1,15,127
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.112,16,1500,1448,1448,0,48,15379.6875,358,688,True,False,34.247,16,1500,1448,1425,286,48,23767.375,56,499,60,657,5440,5552,5438,5554,1,12,136
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.994,16,1500,1448,1448,0,48,15205.0625,369,795,True,False,36.613,16,1500,1448,1424,295,48,23183.125,107,486,181,771,5449,5575,5452,5576,3,14,62
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.249,16,1500,1448,1448,0,48,15108.375,357,733,True,False,35.746,16,1500,1448,1424,382,48,23451.3125,43,516,55,680,5444,5572,5445,5575,1,12,147
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.990,14,1500,1448,1448,0,42,14938.357142857143,454,820,True,False,34.750,16,1500,1448,1425,361,48,24326.625,51,568,69,763,5447,5561,5451,5564,1,14,75
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.747,16,1500,1448,1448,0,48,15382.9375,355,760,False,False,35.359,16,1500,1448,1424,1075,48,23724.75,58,419,61,678,5440,5560,5450,5562,1,12,160
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.620,16,1500,1448,1448,0,48,14999.1875,359,770,True,False,36.720,16,1500,1448,1424,239,48,23261.0625,+Inf,NaN,346,765,5442,5561,5445,5560,6,14,9
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.858,16,1500,1448,1448,0,48,15388.375,356,686,True,False,34.368,16,1500,1448,1424,399,48,23498,87,517,149,809,5446,5555,5450,5557,3,15,104
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.997,16,1500,1448,1448,1,48,15489.0625,343,671,True,False,35.623,16,1500,1448,1425,235,48,23046.9375,64,474,79,730,5456,5578,5457,5579,1,13,44
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.111,16,1500,1448,1448,0,48,15593,392,749,True,False,33.618,16,1500,1448,1425,269,48,23123.0625,120,467,209,732,5435,5554,5442,5556,4,13,157
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.992,16,1500,1448,1448,0,48,15390.375,345,704,True,False,34.972,16,1500,1448,1424,338,48,23889.0625,125,452,175,681,5438,5565,5439,5566,3,12,123
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.871,16,1500,1448,1448,0,48,15223.8125,346,711,True,False,35.114,16,1500,1448,1424,266,48,23633.5625,67,487,104,658,5434,5556,5434,5558,2,12,48
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.117,16,1500,1448,1448,0,48,15473.75,352,702,True,False,35.725,16,1500,1448,1425,383,48,23716.375,78,430,145,756,5438,5562,5444,5564,3,14,107
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.742,16,1500,1448,1448,0,48,15376,335,690,False,False,35.612,16,1500,1448,1425,843,48,22993.0625,44,460,62,606,5436,5557,5438,5558,1,11,164
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.241,16,1500,1448,1448,0,48,15291.5,331,712,True,False,35.870,16,1500,1448,1425,350,48,22462.25,143,468,296,796,5445,5569,5445,5568,5,14,99
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.999,16,1500,1448,1448,0,48,15481,329,714,True,False,35.109,16,1500,1448,1425,329,48,23574.1875,95,480,140,683,5435,5565,5435,5566,3,12,114
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.993,16,1500,1448,1448,0,48,15318.6875,344,726,True,False,34.848,16,1500,1448,1425,204,48,23273.375,54,414,70,674,5439,5558,5441,5558,1,12,169
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.372,16,1500,1448,1448,0,48,15421,361,720,True,False,35.844,16,1500,1448,1425,116,48,23477.4375,126,480,167,681,5436,5557,5438,5559,3,12,56
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.748,16,1500,1448,1448,0,48,15401.875,346,690,False,False,34.875,16,1500,1448,1424,1192,48,22426.3125,57,472,75,770,5445,5568,5445,5571,1,14,32
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.616,16,1500,1448,1448,0,48,15351.1875,338,712,True,False,34.359,16,1500,1448,1424,290,48,24363.5,79,455,129,832,5439,5569,5442,5572,2,15,78
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.498,15,1500,1448,1448,0,48,15641.625,409,752,True,False,35.463,16,1500,1448,1425,172,48,24276,73,453,99,716,5444,5566,5444,5568,2,13,150
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.990,16,1500,1448,1448,0,48,15440.375,352,704,True,False,36.231,16,1500,1448,1424,441,48,22716.375,97,472,198,710,5443,5566,5451,5568,4,13,38
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.099,16,1500,1448,1448,0,48,14954.5,369,842,False,False,35.367,16,1500,1448,1424,1245,48,23788.875,77,405,88,735,5201,5485,5200,5494,2,13,187
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.617,16,1500,1448,1448,0,48,15406.9375,345,695,True,False,35.734,16,1500,1448,1425,132,48,23062.5625,73,462,115,816,5437,5562,5438,5565,2,15,124
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.995,16,1500,1448,1448,0,48,15595.6875,342,702,False,False,35.720,16,1500,1448,1424,629,48,23675.0625,79,377,75,702,5464,5566,5463,5564,1,13,26
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.617,16,1500,1448,1448,0,48,15406.3125,344,683,True,False,34.604,16,1500,1448,1424,344,48,23110.375,50,492,56,656,5431,5559,5440,5562,1,12,105
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.862,16,1500,1448,1448,0,48,15123.4375,366,755,True,False,36.214,16,1500,1448,1424,129,48,22749.0625,71,463,96,701,5435,5548,5435,5549,2,13,69
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.864,16,1500,1448,1448,0,48,15463.375,371,701,True,False,34.999,16,1500,1448,1424,354,48,23430.4375,60,538,119,802,5444,5566,5444,5567,2,14,34
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.312,16,1500,1448,1448,0,48,15676.625,370,738,True,False,35.748,16,1500,1448,1424,377,48,23777.875,157,461,213,725,5210,5520,5209,5527,4,13,177
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.494,16,1500,1448,1448,0,48,15352.25,335,715,False,False,33.615,16,1500,1448,1424,919,48,23758.375,40,403,71,810,5443,5571,5449,5573,1,15,58
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.246,16,1500,1448,1448,0,48,15218,352,709,True,False,34.599,16,1500,1448,1424,237,48,23433.9375,67,482,115,677,5443,5560,5441,5561,2,12,30
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.613,16,1500,1448,1448,0,48,15449.75,341,697,False,False,35.494,16,1500,1448,1424,990,48,24395.5625,50,376,56,624,5452,5560,5454,5562,1,11,70
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.627,16,1500,1448,1448,0,48,15862.5,352,741,True,False,34.988,16,1500,1448,1424,376,48,23033.5625,105,481,95,687,5203,5499,5202,5519,2,12,198
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.871,16,1500,1448,1448,0,48,15319.625,349,777,True,False,34.844,16,1500,1448,1425,288,48,23358.25,82,413,111,716,5437,5564,5437,5563,2,13,161
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.124,16,1500,1448,1448,0,48,15302.4375,348,740,True,False,34.991,16,1500,1448,1424,393,48,23533.1875,49,466,73,790,5443,5559,5444,5562,1,14,111
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.991,16,1500,1448,1448,0,48,15565.25,376,728,True,False,34.478,16,1500,1448,1424,145,48,23151.75,86,518,118,695,5441,5558,5450,5559,2,13,135
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.122,16,1500,1448,1448,0,48,15234,378,737,True,False,37.100,16,1500,1448,1424,145,48,23181.6875,+Inf,NaN,366,733,5445,5563,5451,5564,7,13,24
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.360,16,1500,1448,1448,0,48,15568.625,343,718,False,False,36.234,16,1500,1448,1425,1252,48,22605.1875,73,434,83,824,5207,5393,5209,5383,2,15,192
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.250,16,1500,1448,1448,0,48,15192.5,365,727,True,False,34.867,16,1500,1448,1424,230,48,23661.875,84,447,106,692,5438,5562,5438,5564,2,12,52
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.118,16,1500,1448,1448,0,48,15267.9375,358,709,True,False,36.351,16,1500,1448,1425,311,48,23883.8125,56,528,83,666,5451,5551,5452,5550,2,12,36
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.053,16,1500,1448,1448,0,48,15286.75,341,746,False,False,36.367,16,1500,1448,1424,996,48,23722.3125,45,364,54,674,5442,5564,5442,5566,1,12,2
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.871,16,1500,1448,1448,0,48,15149.0625,342,725,False,False,36.359,16,1500,1448,1424,552,48,22670.5625,62,419,65,653,5443,5565,5443,5568,1,12,153
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.865,16,1500,1448,1448,0,48,15283.6875,343,696,False,False,35.365,16,1500,1448,1425,865,48,23857,39,438,55,749,5440,5556,5438,5556,1,13,145
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.367,16,1500,1448,1448,0,48,15284.75,341,717,True,False,35.470,16,1500,1448,1425,150,48,22817.375,94,453,121,667,5447,5565,5444,5568,2,12,5
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.996,16,1500,1448,1448,0,48,15771.875,348,717,False,False,35.493,16,1500,1448,1425,1154,48,22843.375,59,440,69,652,5211,5526,5212,5528,1,12,197
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.367,16,1500,1448,1448,0,48,15320.25,359,762,True,False,34.716,16,1500,1448,1424,448,48,22871.0625,96,481,121,723,5442,5563,5447,5564,2,13,89
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.995,16,1500,1448,1448,0,48,15404.125,331,711,True,False,34.482,16,1500,1448,1425,260,48,23254.3125,39,468,75,738,5448,5562,5447,5563,1,13,131
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.989,16,1500,1448,1448,0,48,15334.4375,338,714,False,False,35.749,16,1500,1448,1425,916,48,24374.1875,46,451,56,650,5447,5567,5448,5569,1,12,74
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.746,16,1500,1448,1448,0,48,15266.75,361,800,True,False,34.581,16,1500,1448,1425,338,48,23176.625,158,457,256,788,5453,5562,5452,5562,5,14,116
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.240,16,1500,1448,1448,0,48,15355.4375,344,726,False,False,36.480,16,1500,1448,1425,796,48,22702.1875,47,523,61,726,5435,5553,5440,5553,1,13,91
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.868,15,1500,1448,1448,0,48,15196.9375,388,787,True,False,35.478,16,1500,1448,1424,224,48,23679.1875,74,485,108,730,5448,5570,5452,5573,2,13,53
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.243,16,1500,1448,1448,0,48,15675.9375,332,711,True,False,34.872,16,1500,1448,1424,188,48,23394.25,131,482,307,814,5445,5562,5448,5564,6,15,132
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.248,16,1500,1448,1448,0,48,15500.8125,350,699,False,False,35.338,16,1500,1448,1425,1108,48,23478.1875,50,430,69,672,5206,5483,5208,5493,1,12,184
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.234,16,1500,1448,1448,0,48,15637.125,312,707,False,False,34.498,16,1500,1448,1424,1386,48,23045.875,113,466,127,774,5221,5408,5221,5411,2,14,175
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.869,16,1500,1448,1448,0,48,15069.4375,359,767,True,False,35.343,16,1500,1448,1425,182,48,24551.125,106,401,161,741,5435,5556,5434,5555,3,13,115
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,False,True,88.737,16,1500,1448,1448,0,48,15433.4375,341,716,True,False,35.846,16,1500,1448,1425,448,48,23949.5,47,414,68,658,5455,5568,5458,5570,1,12,113
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.991,16,1500,1448,1448,0,48,15281.1875,348,695,False,False,34.858,16,1500,1448,1424,676,48,23846.5625,55,384,57,637,5454,5568,5455,5568,1,11,21
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.991,16,1500,1448,1448,0,48,15118.5,367,761,True,False,35.615,16,1500,1448,1424,259,48,22976.9375,62,459,88,718,5440,5558,5440,5558,2,13,168
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.114,16,1500,1448,1448,0,48,15279.5625,376,755,True,False,34.228,16,1500,1448,1424,298,48,23620.3125,50,481,89,711,5455,5572,5460,5575,2,13,55
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.247,16,1500,1448,1448,0,48,15382.8125,344,713,False,False,34.870,16,1500,1448,1424,1172,48,22677.6875,55,408,66,644,5441,5550,5447,5551,1,12,27
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.990,16,1500,1448,1448,0,48,15253.625,360,732,True,False,34.344,16,1500,1448,1424,187,48,23606.0625,42,490,48,677,5432,5564,5433,5565,1,12,77
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.245,16,1500,1448,1448,0,48,15307.3125,338,706,True,False,36.213,16,1500,1448,1425,136,48,24120.25,+Inf,NaN,321,702,5440,5561,5438,5564,6,13,134
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.218,16,1500,1448,1448,0,48,15432.75,357,684,False,False,35.872,16,1500,1448,1425,997,48,22176.5625,51,328,74,815,5450,5560,5450,5562,1,15,85
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.998,16,1500,1448,1448,0,48,15276.8125,331,703,True,False,36.120,16,1500,1448,1424,324,48,23298.625,58,456,106,696,5446,5559,5454,5559,2,13,86
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.245,16,1500,1448,1448,0,48,15365.625,363,806,False,False,35.216,16,1500,1448,1424,929,48,23341.5625,42,463,52,706,5450,5562,5450,5560,1,13,102
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.117,16,1500,1448,1448,0,48,15224.5625,337,696,True,False,35.986,16,1500,1448,1424,364,48,22794.1875,95,432,140,693,5432,5558,5430,5558,3,12,18
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.496,16,1500,1448,1448,0,48,15369.1875,351,718,True,False,35.125,16,1500,1448,1425,225,48,24214.0625,120,517,204,694,5446,5562,5444,5563,4,12,22
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.745,16,1500,1448,1448,0,48,15703.625,350,712,True,False,35.841,16,1500,1448,1425,353,48,22759.5625,51,526,92,695,5208,5424,5208,5450,2,13,172
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.249,16,1500,1448,1448,1,48,14955.1875,349,729,True,False,34.867,16,1500,1448,1425,383,48,23389.6875,95,426,242,819,5433,5554,5434,5556,4,15,81
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.999,16,1500,1448,1448,0,48,15566.125,330,673,True,False,35.871,16,1500,1448,1424,363,48,24177.375,69,494,133,709,5447,5562,5457,5564,2,13,64
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.739,16,1500,1448,1448,0,48,15116.125,367,721,True,False,35.483,16,1500,1448,1424,351,48,23332.4375,111,467,148,685,5442,5565,5442,5567,3,12,7
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.743,16,1500,1448,1448,0,48,15518.4375,352,708,True,False,36.103,16,1500,1448,1424,220,48,24299.125,121,564,229,695,5453,5568,5461,5570,4,12,76
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.606,16,1500,1448,1448,0,48,14984.3125,356,739,True,False,36.360,16,1500,1448,1425,305,48,23158.5625,73,447,94,697,5437,5560,5445,5562,2,13,98
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.118,16,1500,1448,1448,0,48,15338.375,329,695,True,False,34.622,16,1500,1448,1425,452,48,23434.25,85,483,147,809,5448,5563,5450,5565,3,15,19
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,False,True,88.999,16,1500,1448,1448,0,48,15345.9375,336,662,False,False,35.474,16,1500,1448,1424,991,48,23522.9375,66,390,74,607,5443,5555,5447,5557,1,11,28
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.862,16,1500,1448,1448,0,48,15440.6875,339,701,True,False,36.348,16,1500,1448,1425,352,48,23724.625,90,480,169,758,5435,5560,5439,5561,3,14,67
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.238,16,1500,1448,1448,0,48,15351.1875,355,704,False,False,35.975,16,1500,1448,1424,971,48,24119.1875,40,408,51,644,5454,5563,5454,5565,1,12,61
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.866,16,1500,1448,1448,0,48,15668.6875,335,714,True,False,35.095,16,1500,1448,1425,506,48,23148.125,130,488,222,842,5207,5394,5207,5406,4,16,180
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,False,True,88.995,16,1500,1448,1448,0,48,14874.125,357,741,True,False,35.122,16,1500,1448,1424,392,48,23709.3125,97,450,135,702,5440,5555,5440,5557,2,13,128
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.913,16,1500,1448,1448,0,48,15452.9375,349,717,True,False,36.226,16,1500,1448,1425,317,48,22538.4375,106,513,175,807,5451,5580,5459,5582,3,14,170
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.992,16,1500,1448,1448,0,48,15385.75,348,696,True,False,35.750,16,1500,1448,1425,254,48,24237,58,496,80,719,5428,5555,5428,5556,1,13,1
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.120,16,1500,1448,1448,0,48,15306.125,343,695,True,False,35.352,16,1500,1448,1425,410,48,23253.5625,77,450,141,754,5431,5558,5433,5562,3,14,142
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.115,16,1500,1448,1448,0,48,15333.3125,345,693,True,False,35.739,16,1500,1448,1425,371,48,24411.5625,169,466,278,684,5432,5566,5432,5568,5,12,162
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.243,16,1500,1448,1448,0,48,15529.6875,348,705,True,False,35.744,16,1500,1448,1425,332,48,22685.25,91,499,180,808,5203,5437,5206,5445,3,15,191
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.736,16,1500,1448,1448,0,48,15261.3125,365,752,False,False,34.358,16,1500,1448,1425,1109,48,23529.25,89,501,98,682,5207,5458,5209,5480,2,12,171
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.869,16,1500,1448,1448,0,48,15296.625,337,719,False,False,35.091,16,1500,1448,1425,1189,48,23345.0625,46,376,64,770,5438,5563,5440,5566,1,14,103
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.872,16,1500,1448,1448,0,48,15021.25,358,773,True,False,34.491,16,1500,1448,1425,209,48,24331.9375,75,484,103,737,5442,5559,5439,5561,2,13,66
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.118,16,1500,1448,1448,0,48,15230.4375,353,708,True,False,34.744,16,1500,1448,1425,311,48,22824.5,113,502,261,797,5453,5558,5456,5557,5,14,40
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.748,16,1500,1448,1448,0,48,15633.625,341,677,True,False,36.238,16,1500,1448,1425,397,48,22788.625,148,463,332,761,5207,5493,5207,5497,6,14,176
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.999,16,1500,1448,1448,0,48,15328.625,340,702,True,False,34.873,16,1500,1448,1424,288,48,24622.75,98,446,204,846,5431,5576,5432,5579,4,15,73
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.495,16,1500,1448,1448,0,48,15205.4375,367,720,True,False,35.109,16,1500,1448,1424,358,48,23972.0625,161,477,269,707,5446,5568,5448,5569,5,13,112
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.875,16,1500,1448,1448,0,48,15313,353,695,True,False,36.610,16,1500,1448,1425,263,48,24891.6875,57,490,87,793,5441,5553,5441,5555,2,14,49
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.994,16,1500,1448,1448,0,48,15166.25,355,758,True,False,36.495,16,1500,1448,1424,312,48,23596.6875,41,483,65,711,5444,5568,5444,5571,1,13,60
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.365,16,1500,1448,1448,0,48,15000,366,713,True,False,35.104,16,1500,1448,1425,152,48,23496.5,81,464,114,686,5449,5567,5449,5569,2,12,41
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.999,16,1500,1448,1448,0,48,15383.1875,359,721,False,False,34.987,16,1500,1448,1424,978,48,24154.3125,56,361,55,655,5453,5562,5466,5563,1,12,166
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.243,16,1500,1448,1448,0,48,15050.375,359,741,True,False,35.249,16,1500,1448,1424,326,48,23733.125,65,486,93,700,5431,5552,5432,5552,2,13,151
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.735,16,1500,1448,1448,0,48,15370.875,356,743,True,False,36.243,16,1500,1448,1425,341,48,23525.9375,45,483,60,691,5445,5542,5444,5544,1,12,10
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.622,15,1500,1448,1448,0,48,15418.375,390,770,True,False,34.715,16,1500,1448,1424,202,48,24180.8125,85,473,108,729,5442,5565,5446,5565,2,13,37
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.117,16,1500,1448,1448,0,48,15236.5,350,715,True,False,35.110,16,1500,1448,1425,361,48,23861.8125,108,436,276,806,5438,5556,5447,5558,5,15,106
