exp_parameters,dl_capacity,ul_capacity,dl_delay,ul_delay,id,inc,inp,mad,mnp,mps,p,ptc,sdt,timeout,tmp,dl_stable_throughput,dl_stable_responsiveness,dl_throughput,dl_connections,dl_max_path_mtu,dl_max_send_mss,dl_max_recv_mss,dl_retransmissions,dl_reorder,dl_avg_rtt,dl_rpm_p,dl_rpm_trimmed,ul_stable_throughput,ul_stable_responsiveness,ul_throughput,ul_connections,ul_max_path_mtu,ul_max_send_mss,ul_max_recv_mss,ul_retransmissions,ul_reorder,ul_avg_rtt,ul_rpm_p,ul_rpm_trimmed,final_rpm_p,final_rpm_trimmed,ub_base_rpm_p,ub_base_rpm_trimmed,base_rpm_p,base_rpm_trimmed,wc_effect_p,wc_effect_trimmed,iteration
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,90.252,16,1500,1448,1448,0,48,15797.3125,359,770,True,False,35.608,16,1500,1448,1425,384,48,23859.9375,75,552,79,704,5202,5378,5203,5393,2,13,185
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.613,16,1500,1448,1448,0,48,15381.75,331,715,False,False,35.344,16,1500,1448,1424,1012,48,23037.375,42,461,49,652,5439,5556,5438,5559,1,12,100
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.978,16,1500,1448,1448,0,48,15751.3125,339,740,True,False,37.249,16,1500,1448,1425,139,48,22719.25,+Inf,NaN,332,738,5202,5431,5201,5435,6,14,183
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.870,16,1500,1448,1448,0,48,15250.625,351,706,True,False,35.721,16,1500,1448,1425,435,48,24307.25,77,480,99,664,5436,5566,5444,5568,2,12,119
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.240,16,1500,1448,1448,0,48,15258.75,335,722,False,False,35.980,16,1500,1448,1425,1013,48,24143.25,71,366,75,663,5438,5560,5438,5561,1,12,35
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.871,14,1500,1448,1448,0,42,14731.642857142857,452,830,True,False,35.617,16,1500,1448,1424,348,48,23475.75,136,437,282,817,5440,5561,5440,5563,5,15,11
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.995,16,1500,1448,1448,0,48,15223.625,343,743,True,False,35.476,16,1500,1448,1424,316,48,23125.6875,45,471,52,698,5432,5556,5431,5559,1,13,101
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.871,16,1500,1448,1448,0,48,14750.9375,357,778,True,False,35.977,16,1500,1448,1424,126,48,23463.75,64,459,86,733,5437,5552,5442,5553,2,13,148
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.617,15,1500,1448,1448,0,45,14984,435,822,False,False,35.612,16,1500,1448,1424,931,48,23288.9375,47,396,71,746,5440,5555,5442,5557,1,13,94
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.123,16,1500,1448,1448,0,48,15511.75,357,748,False,False,36.457,16,1500,1448,1425,1167,48,23503.75,93,431,94,673,5215,5434,5220,5442,2,12,174
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.244,15,1500,1448,1448,0,48,15322.5625,391,796,False,False,33.985,16,1500,1448,1424,979,48,23562,52,475,58,735,5437,5550,5442,5552,1,13,87
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.872,13,1500,1448,1448,0,42,14518,468,881,True,False,36.623,16,1500,1448,1425,345,48,23446.8125,73,553,104,843,5436,5570,5435,5568,2,15,90
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.870,16,1500,1448,1448,0,48,15151.8125,344,709,True,False,35.873,16,1500,1448,1425,204,48,23900.9375,95,476,135,684,5446,5562,5447,5559,2,12,6
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.989,16,1500,1448,1448,0,48,15234.5,382,786,True,False,34.360,16,1500,1448,1424,435,48,24184.125,80,578,101,745,5437,5574,5437,5576,2,13,156
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.620,16,1500,1448,1448,0,48,15147.3125,354,720,True,False,37.112,16,1500,1448,1424,307,48,23971.125,121,403,193,704,5445,5574,5445,5567,4,13,25
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.115,16,1500,1448,1448,0,48,15467.375,355,676,True,False,35.093,16,1500,1448,1425,147,48,23795.5,109,464,178,752,5445,5571,5453,5572,3,13,65
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.988,16,1500,1448,1448,0,48,15505.375,351,687,False,False,35.365,16,1500,1448,1424,918,48,23873.6875,42,428,64,789,5428,5558,5433,5558,1,14,120
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.369,16,1500,1448,1448,0,48,15185.9375,346,748,True,False,35.472,16,1500,1448,1425,123,48,23610.4375,41,493,79,791,5439,5551,5449,5552,1,14,54
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.998,16,1500,1448,1448,0,48,15405.5,365,719,True,False,35.248,16,1500,1448,1424,340,48,22560,103,465,162,703,5452,5566,5456,5568,3,13,130
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.998,13,1500,1448,1448,0,39,14744.692307692309,439,866,True,False,35.469,16,1500,1448,1424,423,48,24105.25,54,506,76,794,5431,5549,5431,5551,1,14,39
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.997,16,1500,1448,1448,0,48,15333.5,339,691,True,False,35.740,16,1500,1448,1424,300,48,23560,95,470,124,664,5428,5552,5429,5555,2,12,3
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.240,16,1500,1448,1448,0,48,15576.6875,357,734,True,False,36.610,16,1500,1448,1425,403,48,22638.75,104,493,151,756,5214,5470,5213,5486,3,14,194
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.122,16,1500,1448,1448,0,48,15081.875,358,750,True,False,36.742,16,1500,1448,1424,200,48,23774.5,61,479,108,847,5427,5560,5427,5558,2,15,97
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.993,16,1500,1448,1448,0,48,15776.6875,348,658,False,False,35.990,16,1500,1448,1425,1091,48,23057.5,43,475,67,799,5447,5570,5452,5572,1,14,33
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.996,16,1500,1448,1448,0,48,15413.25,351,706,False,False,34.992,16,1500,1448,1425,916,48,23758,64,415,76,733,5447,5572,5447,5572,1,13,110
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.895,16,1500,1448,1448,0,48,15374.75,329,693,True,False,36.124,16,1500,1448,1425,276,48,22744.125,63,508,122,761,5431,5563,5441,5565,2,14,47
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.868,16,1500,1448,1448,0,48,15346.75,348,698,True,False,33.843,16,1500,1448,1424,181,48,23897,47,462,61,663,5448,5556,5453,5556,1,12,96
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.996,16,1500,1448,1448,0,48,15078.875,355,715,False,False,34.978,16,1500,1448,1425,981,48,22983.8125,44,450,47,652,5438,5566,5444,5567,1,12,72
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.738,16,1500,1448,1448,0,48,15365.75,374,751,False,False,35.741,16,1500,1448,1425,834,48,22719.625,40,397,46,690,5458,5564,5459,5563,1,12,109
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.740,16,1500,1448,1448,0,48,15599.3125,345,686,True,False,35.235,16,1500,1448,1425,280,48,23359.375,70,489,92,676,5208,5381,5209,5393,2,13,181
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.243,16,1500,1448,1448,0,48,15391.875,358,735,True,False,34.625,16,1500,1448,1425,475,48,23020.9375,48,513,58,681,5441,5561,5441,5560,1,12,16
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.120,16,1500,1448,1448,0,48,15218.8125,357,728,True,False,34.995,16,1500,1448,1425,400,48,23763.125,46,467,63,680,5462,5575,5462,5576,1,12,8
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.996,16,1500,1448,1448,0,48,15406.25,360,719,True,False,34.117,16,1500,1448,1425,548,48,23695.25,41,461,56,671,5446,5560,5458,5564,1,12,14
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.242,16,1500,1448,1448,0,48,15334.5625,347,744,True,False,35.094,16,1500,1448,1424,246,48,23707.8125,65,511,166,807,5425,5551,5427,5553,3,15,82
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.865,16,1500,1448,1448,0,48,15332,350,691,True,False,35.873,16,1500,1448,1424,332,48,23638.625,101,480,158,667,5424,5570,5423,5572,3,12,45
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.930,16,1500,1448,1448,0,48,15306.9375,320,687,True,False,34.485,16,1500,1448,1425,233,48,24096.375,147,451,263,676,5442,5557,5445,5560,5,12,43
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.725,16,1500,1448,1448,0,48,15325.625,327,745,True,False,36.238,16,1500,1448,1424,243,48,23623.25,152,428,254,731,5427,5540,5443,5542,5,13,83
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.870,16,1500,1448,1448,0,48,15260.375,349,733,False,False,35.123,16,1500,1448,1424,1010,48,23631.8125,43,340,57,658,5434,5557,5436,5558,1,12,63
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.998,16,1500,1448,1448,0,48,15006.9375,355,767,True,False,35.231,16,1500,1448,1425,242,48,24201.3125,71,450,97,717,5452,5564,5452,5566,2,13,143
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.120,16,1500,1448,1448,0,48,15593.25,337,697,True,False,35.478,16,1500,1448,1424,422,48,23000.1875,68,467,152,809,5189,5448,5188,5456,3,15,193
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.622,16,1500,1448,1448,0,48,14950.125,354,807,False,False,35.996,16,1500,1448,1424,984,48,24025,49,430,51,732,5454,5563,5464,5565,1,13,154
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.369,16,1500,1448,1448,0,48,15238.9375,347,750,False,False,35.618,16,1500,1448,1425,917,48,23256.3125,44,433,55,671,5443,5565,5443,5560,1,12,149
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.125,16,1500,1448,1448,0,48,15392.6875,372,753,True,False,34.611,16,1500,1448,1425,188,48,23687.875,73,461,105,703,5461,5582,5466,5584,2,13,80
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.873,16,1500,1448,1448,0,48,15074.5,337,704,True,False,36.355,16,1500,1448,1424,341,48,22817.875,50,457,96,835,5445,5555,5452,5557,2,15,118
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.875,16,1500,1448,1448,0,48,15288.1875,337,724,False,False,35.739,16,1500,1448,1424,1035,48,23845.3125,54,469,69,840,5441,5564,5440,5569,1,15,59
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.742,15,1500,1448,1448,0,48,15026.0625,408,821,True,False,34.237,16,1500,1448,1424,387,48,23122,70,463,93,760,5440,5560,5446,5562,2,14,167
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.867,16,1500,1448,1448,0,48,15392,343,700,True,False,36.237,16,1500,1448,1424,237,48,22091.4375,51,496,76,802,5440,5572,5439,5575,1,14,15
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.119,16,1500,1448,1448,0,48,15428.625,367,752,False,False,36.093,16,1500,1448,1424,918,48,23601.375,56,431,71,664,5433,5554,5439,5558,1,12,165
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.871,16,1500,1448,1448,0,48,15618.5,335,710,True,False,36.114,16,1500,1448,1424,545,48,22690.125,98,546,196,815,5212,5431,5215,5440,4,15,195
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.247,16,1500,1448,1448,0,48,14880.3125,354,763,True,False,36.211,16,1500,1448,1424,440,48,23663.375,117,466,150,722,5462,5571,5464,5573,3,13,71
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.999,16,1500,1448,1448,0,48,15499.625,363,732,False,False,35.617,16,1500,1448,1425,1059,49,23418.5,41,428,51,657,5444,5563,5437,5565,1,12,137
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.622,16,1500,1448,1448,0,48,15256,334,732,True,False,34.840,16,1500,1448,1425,223,48,22947.4375,44,509,85,760,5436,5559,5436,5562,2,14,108
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.498,16,1500,1448,1448,0,48,15368.75,334,730,True,False,35.362,16,1500,1448,1425,308,48,23357.9375,151,462,317,792,5445,5565,5446,5566,6,14,42
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.875,14,1500,1448,1448,0,42,14691.642857142857,438,855,True,False,35.730,16,1500,1448,1425,198,48,23664.4375,163,483,275,844,5436,5563,5437,5564,5,15,158
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.242,16,1500,1448,1448,0,48,15203.1875,353,729,True,False,34.616,16,1500,1448,1424,440,48,23070.5,95,406,161,812,5449,5566,5455,5568,3,15,51
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.865,16,1500,1448,1448,0,48,15284.1875,345,726,True,False,36.359,16,1500,1448,1425,308,48,22837.1875,108,447,156,701,5446,5564,5445,5567,3,13,57
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.117,16,1500,1448,1448,0,48,15324,343,722,True,False,35.841,16,1500,1448,1425,346,48,23700.4375,65,529,111,808,5441,5560,5445,5561,2,15,155
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.742,16,1500,1448,1448,0,48,15189.1875,344,721,True,False,34.852,16,1500,1448,1425,160,48,23254.75,47,586,52,694,5440,5555,5443,5554,1,12,159
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.121,16,1500,1448,1448,0,48,15383.8125,349,697,False,False,35.731,16,1500,1448,1424,951,48,23107.3125,42,366,57,763,5441,5564,5443,5566,1,14,140
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.124,16,1500,1448,1448,0,48,15250.0625,373,755,True,False,34.723,16,1500,1448,1425,297,48,24098.8125,65,480,102,715,5441,5566,5443,5567,2,13,88
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,88.990,16,1500,1448,1448,0,48,15403.375,351,690,False,False,35.230,16,1500,1448,1425,1326,48,23556.25,81,470,84,623,5211,5423,5210,5432,2,11,182
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,False,True,88.989,16,1500,1448,1448,0,48,15022.1875,356,707,True,False,34.856,16,1500,1448,1424,458,48,23784.25,90,472,114,672,5445,5570,5451,5574,2,12,4
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,89.243,16,1500,1448,1448,0,48,15436.0625,341,690,False,False,34.481,16,1500,1448,1425,988,51,22334.625,58,392,74,598,5218,5379,5220,5392,1,11,179
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.864,16,1500,1448,1448,0,48,15531.25,332,713,True,False,35.228,16,1500,1448,1424,239,48,24026.25,149,480,281,749,5208,5468,5210,5482,5,14,189
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,False,88.741,16,1500,1448,1448,0,48,15395.125,332,720,False,False,35.838,16,1500,1448,1424,1020,48,23825.25,43,394,66,766,5452,5561,5452,5563,1,14,12
VDSL mad,100,40,5,5,1,1,1,5,16,100,90,0.05,5,20,5,True,True,89.230,16,1500,1448,1448,0,48,15569.5,341,720,False,False,33.989,16,1500,1448,1425,1165,48,23366.75,66,412,82,656,5217,5490,5218,5507,2,12,173
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.116,16,1500,1448,1448,0,48,22875.4375,375,726,True,False,43.586,16,1500,1448,1425,0,48,31544.5625,49,395,54,659,2848,2880,2845,2880,2,23,121
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.994,16,1500,1448,1448,0,48,22740.0625,403,702,True,False,43.842,16,1500,1448,1425,0,48,31366.25,107,418,138,664,2849,2880,2848,2880,5,23,117
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,224.976,16,1500,1448,1448,0,48,22841.0625,380,729,True,False,44.200,16,1500,1448,1425,0,48,32036.125,65,429,123,781,2832,2882,2841,2883,4,27,79
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.742,15,1500,1448,1448,0,48,22630.5,435,738,True,False,45.729,16,1500,1448,1424,0,48,31371.4375,56,361,67,659,2840,2884,2835,2884,2,23,188
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,224.984,16,1500,1448,1448,0,48,22736.8125,386,731,True,False,44.475,16,1500,1448,1424,0,48,31214.3125,73,377,111,785,2847,2883,2846,2882,4,27,50
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.412,16,1500,1448,1448,0,48,23112.875,364,739,True,False,44.361,16,1500,1448,1424,0,48,31729.5,66,427,111,779,2849,2881,2844,2881,4,27,23
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.801,16,1500,1448,1448,0,48,23091.25,379,815,False,False,43.739,16,1500,1448,1425,0,48,31647.5625,67,431,56,667,2844,2886,2846,2886,2,23,133
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.115,16,1500,1448,1448,0,48,22692.25,389,691,True,False,45.208,16,1500,1448,1424,0,48,30717.3125,93,454,91,627,2849,2880,2849,2881,3,22,68
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.128,16,1500,1448,1448,1,48,22741.875,410,723,False,False,44.337,16,1500,1448,1425,0,48,31582.125,57,404,61,627,2850,2886,2848,2887,2,22,144
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,224.747,16,1500,1448,1448,0,48,22711.1875,390,676,True,False,43.623,16,1500,1448,1425,0,48,31561.5625,54,413,81,788,2849,2879,2844,2880,3,27,139
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.230,16,1500,1448,1448,0,48,22997.3125,359,716,True,False,45.869,16,1500,1448,1425,0,48,31298.0625,58,422,61,645,2831,2883,2840,2884,2,22,92
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.875,16,1500,1448,1448,0,48,22691.5625,405,708,True,False,44.833,16,1500,1448,1424,0,48,31748.75,65,407,63,629,2849,2882,2851,2883,2,22,95
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.735,16,1500,1448,1448,0,48,22595.5625,399,693,True,False,44.471,16,1500,1448,1425,0,48,31267.125,53,398,54,614,2842,2880,2837,2881,2,21,138
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.744,16,1500,1448,1448,0,48,22734.3125,383,736,True,False,44.082,16,1500,1448,1424,0,48,31714.3125,50,401,79,679,2836,2885,2835,2883,3,24,46
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.242,16,1500,1448,1448,0,48,22690.75,377,721,True,False,45.355,16,1500,1448,1424,0,48,31768.5625,59,413,86,649,2850,2882,2846,2883,3,23,129
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.124,16,1500,1448,1448,0,48,22712.25,386,728,True,False,42.856,16,1500,1448,1424,0,48,31709.625,94,439,164,799,2848,2882,2847,2882,6,28,199
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.746,15,1500,1448,1448,0,45,22686.4,430,786,True,False,44.853,16,1500,1448,1425,0,48,31533.9375,84,417,107,728,2848,2880,2847,2880,4,25,126
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.245,16,1500,1448,1448,0,48,22622.9375,398,647,True,False,45.350,16,1500,1448,1424,0,48,31502.4375,66,382,79,775,2844,2881,2839,2882,3,27,93
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.744,15,1500,1448,1448,0,48,23208.0625,381,787,True,False,45.617,16,1500,1448,1424,1,57,31412,71,428,66,672,2825,2879,2824,2880,2,23,200
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.996,16,1500,1448,1448,0,48,22854.125,388,699,True,False,44.487,16,1500,1448,1425,0,48,31794.375,70,425,88,640,2840,2883,2844,2883,3,22,152
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.749,14,1500,1448,1448,0,45,22780.6,413,822,False,False,46.999,16,1500,1448,1425,0,48,31910.125,60,428,58,696,2850,2884,2850,2884,2,24,146
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.745,16,1500,1448,1448,0,48,22710.875,390,694,True,False,44.708,16,1500,1448,1425,0,48,31146.875,59,387,66,645,2846,2884,2846,2885,2,22,17
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.622,16,1500,1448,1448,0,48,23144.8125,367,755,True,False,45.463,16,1500,1448,1425,0,48,31627.9375,94,427,77,666,2846,2886,2838,2886,3,23,125
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.115,16,1500,1448,1448,0,48,22752.3125,390,704,True,False,45.492,16,1500,1448,1424,0,49,30996.75,77,390,153,796,2832,2883,2825,2883,5,28,141
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.870,16,1500,1448,1448,0,48,22697.4375,388,754,False,False,43.984,16,1500,1448,1425,0,48,31902.6875,95,402,79,649,2831,2881,2826,2878,3,23,186
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.849,12,1500,1448,1448,0,39,22787.30769230769,425,971,True,False,44.848,16,1500,1448,1425,0,48,31527.8125,64,424,85,831,2851,2886,2852,2886,3,29,178
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.305,16,1500,1448,1448,0,48,22872.0625,376,716,False,False,43.607,16,1500,1448,1425,0,48,31557.5625,51,402,52,615,2833,2881,2827,2882,2,21,122
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.989,15,1500,1448,1448,0,48,22684.625,419,743,False,False,42.726,16,1500,1448,1424,0,48,31120,66,412,63,649,2850,2883,2848,2883,2,23,29
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.985,10,1500,1448,1448,1,33,21868.454545454544,596,1005,True,False,43.991,16,1500,1448,1424,0,48,31635.6875,74,401,56,864,2831,2878,2837,2879,2,30,163
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.126,14,1500,1448,1448,0,45,22805.866666666665,381,753,True,False,42.871,16,1500,1448,1425,0,48,31710.1875,88,395,65,668,2845,2881,2843,2881,2,23,20
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.868,16,1500,1448,1448,0,48,23192.75,369,777,True,False,44.094,16,1500,1448,1425,0,48,31208.1875,56,410,83,687,2827,2884,2827,2883,3,24,31
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.123,16,1500,1448,1448,0,48,22745.8125,390,654,True,False,43.724,16,1500,1448,1425,0,48,31286.4375,76,440,92,609,2841,2881,2831,2880,3,21,190
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.201,16,1500,1448,1448,0,48,22739.8125,414,765,True,False,45.097,16,1500,1448,1424,0,48,31076.625,71,410,63,654,2833,2882,2827,2883,2,23,84
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.114,16,1500,1448,1448,0,48,22678.625,386,750,True,False,45.081,16,1500,1448,1424,0,48,31861.6875,127,423,383,773,2831,2881,2830,2881,14,27,13
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,224.742,16,1500,1448,1448,0,48,22851.125,380,750,True,False,45.624,16,1500,1448,1425,0,48,31392.9375,77,417,95,810,2838,2882,2829,2883,3,28,196
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,225.220,16,1500,1448,1448,0,48,23113.5625,370,758,False,False,44.995,16,1500,1448,1425,0,48,31561.5,90,426,72,648,2841,2882,2824,2882,3,22,127
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.111,16,1500,1448,1448,0,48,22790.25,372,687,False,False,42.736,16,1500,1448,1424,0,48,31748.5,62,457,76,757,2846,2882,2841,2882,3,26,136
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,224.994,16,1500,1448,1448,0,48,22735.75,381,674,True,False,43.092,16,1500,1448,1425,0,48,31869.9375,62,361,83,758,2851,2880,2848,2881,3,26,62
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.737,15,1500,1448,1448,0,45,23023.533333333333,390,874,True,False,45.483,16,1500,1448,1425,0,48,31623.625,87,376,123,833,2845,2881,2844,2881,4,29,147
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,224.982,16,1500,1448,1448,0,48,22599.75,400,632,True,False,44.618,16,1500,1448,1425,0,48,31922.75,66,401,102,765,2826,2879,2831,2880,4,27,75
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.860,16,1500,1448,1448,0,48,22796.5625,397,735,True,False,44.125,16,1500,1448,1424,0,48,30825.6875,81,388,71,650,2840,2880,2830,2881,2,23,160
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,True,224.990,14,1500,1448,1448,0,45,22530.666666666668,432,780,False,False,43.330,16,1500,1448,1424,0,48,31574.8125,89,407,79,652,2841,2884,2840,2885,3,23,9
Cable,250,50,10,10,1,1,1,4,16,100,90,0.05,5,20,5,True,False,225.122,16,1500,1448,1448,0,48,22670.6875,393,683,True,False,45.085,16,1500,1448,1425,0,48,31260,77,415,99,801,2850,2884,2847,2885,3,28,104
