exp_parameters,dl_capacity,ul_capacity,dl_delay,ul_delay,id,inc,inp,mad,mnp,mps,p,ptc,sdt,timeout,tmp,dl_stable_throughput,dl_stable_responsiveness,dl_throughput,dl_connections,dl_max_path_mtu,dl_max_send_mss,dl_max_recv_mss,dl_retransmissions,dl_reorder,dl_avg_rtt,dl_rpm_p,dl_rpm_trimmed,ul_stable_throughput,ul_stable_responsiveness,ul_throughput,ul_connections,ul_max_path_mtu,ul_max_send_mss,ul_max_recv_mss,ul_retransmissions,ul_reorder,ul_avg_rtt,ul_rpm_p,ul_rpm_trimmed,final_rpm_p,final_rpm_trimmed,ub_base_rpm_p,ub_base_rpm_trimmed,base_rpm_p,base_rpm_trimmed,wc_effect_p,wc_effect_trimmed,iteration
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.995,16,1500,1448,1448,0,48,14869,352,793,True,False,35.596,16,1500,1448,1425,510,48,24686.0625,58,435,66,697,5455,5559,5453,5560,1,13,77
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.125,16,1500,1448,1448,0,48,15086.5625,346,724,True,False,35.359,16,1500,1448,1424,526,48,23356.375,80,472,90,674,5450,5565,5446,5568,2,12,85
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.872,16,1500,1448,1448,0,48,15050.625,357,728,True,False,35.597,16,1500,1448,1424,496,48,23428.875,112,435,163,714,5434,5549,5436,5551,3,13,86
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.116,16,1500,1448,1448,0,48,14955.0625,348,752,True,False,34.995,16,1500,1448,1425,596,48,24110.6875,71,402,93,693,5458,5556,5459,5559,2,12,18
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.989,13,1500,1448,1448,0,42,14401.42857142857,448,854,True,False,35.474,16,1500,1448,1425,569,48,23703.375,60,449,73,779,5449,5573,5449,5571,1,14,22
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.870,16,1500,1448,1448,0,48,15012.1875,336,746,True,False,35.464,16,1500,1448,1425,402,48,23439.375,65,430,87,680,5446,5551,5444,5553,2,12,81
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.991,16,1500,1448,1448,0,48,15589.875,289,675,True,False,35.615,16,1500,1448,1424,412,48,23233,79,404,100,639,5428,5556,5428,5559,2,12,64
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.497,16,1500,1448,1448,0,48,14951.625,363,724,True,False,35.592,16,1500,1448,1424,631,48,23523.875,76,389,105,688,5450,5549,5447,5550,2,12,7
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.118,13,1500,1448,1448,0,42,14394.285714285714,451,886,True,False,35.611,16,1500,1448,1424,484,48,23200,57,394,72,794,5465,5573,5449,5571,1,14,76
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.865,14,1500,1448,1448,0,45,14806,423,813,True,False,36.122,16,1500,1448,1424,480,48,23338.5625,124,422,155,776,5457,5560,5451,5560,3,14,98
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.994,16,1500,1448,1448,0,48,15007.75,353,748,True,False,34.371,16,1500,1448,1425,495,48,22397.25,59,456,81,682,5448,5562,5446,5565,1,12,19
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.244,16,1500,1448,1448,0,48,14961.4375,341,733,True,False,34.606,16,1500,1448,1425,539,48,23429.25,53,456,56,675,5451,5557,5446,5554,1,12,28
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.869,16,1500,1448,1448,0,48,14934.9375,352,806,True,False,35.228,16,1500,1448,1424,456,48,23099.4375,50,385,54,719,5438,5571,5434,5570,1,13,67
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.749,16,1500,1448,1448,0,48,14959.625,349,749,True,False,35.354,16,1500,1448,1425,557,48,24295.4375,86,402,103,708,5429,5543,5433,5545,2,13,61
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.055,16,1500,1448,1448,0,48,15125.9375,353,691,True,False,35.847,16,1500,1448,1425,616,48,23109.5,59,396,78,659,5444,5560,5444,5561,1,12,1
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.619,16,1500,1448,1448,0,48,14974.1875,395,812,True,False,34.997,16,1500,1448,1424,366,48,23799.25,50,450,66,727,5459,5577,5455,5574,1,13,66
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.621,16,1500,1448,1448,0,48,14981.3125,348,728,True,False,34.992,16,1500,1448,1424,519,48,24125.9375,55,393,61,657,5431,5567,5431,5571,1,12,40
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.741,16,1500,1448,1448,0,48,14946.9375,368,760,True,False,35.235,16,1500,1448,1425,484,48,23145.1875,54,436,70,669,5439,5562,5434,5556,1,12,73
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.369,16,1500,1448,1448,0,48,15024.125,347,728,True,False,36.344,16,1500,1448,1424,330,48,22882.6875,98,462,123,688,5444,5558,5444,5561,2,12,49
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.121,16,1500,1448,1448,0,48,15047.0625,329,739,True,False,35.364,16,1500,1448,1425,655,48,23472.0625,50,391,62,660,5441,5557,5443,5559,1,12,60
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.118,16,1500,1448,1448,0,48,14897.625,344,717,True,False,34.750,16,1500,1448,1424,459,48,23731.625,58,425,65,666,5443,5556,5449,5558,1,12,41
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.626,16,1500,1448,1448,0,48,14916.8125,335,719,True,False,35.123,16,1500,1448,1425,345,48,23685.875,95,445,122,687,5426,5559,5421,5563,2,12,10
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.121,16,1500,1448,1448,0,48,15102,338,749,True,False,36.119,16,1500,1448,1424,362,48,23847.125,84,447,120,717,5441,5558,5435,5560,2,13,37
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.872,16,1500,1448,1448,0,48,14939.375,351,735,True,False,35.715,16,1500,1448,1425,249,48,23878.5,+Inf,NaN,339,730,5436,5553,5438,5555,6,13,100
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.687,16,1500,1448,1448,0,48,15145.75,338,695,True,False,35.614,16,1500,1448,1424,409,48,24157.625,152,410,243,685,5444,5582,5446,5585,4,12,35
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.999,16,1500,1448,1448,0,48,15058.8125,348,724,True,False,35.103,16,1500,1448,1425,508,48,23028.125,56,409,81,661,5448,5572,5446,5569,1,12,11
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.863,16,1500,1448,1448,0,48,14979.3125,375,811,True,False,35.091,16,1500,1448,1425,412,48,23998,117,420,170,772,5438,5546,5438,5547,3,14,94
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.997,13,1500,1448,1448,0,42,14511.642857142857,437,875,True,False,35.118,16,1500,1448,1425,408,50,24186.4375,61,424,76,790,5441,5558,5438,5552,1,14,87
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.998,15,1500,1448,1448,0,48,14900.0625,385,841,True,False,35.094,16,1500,1448,1425,490,48,24495.4375,52,430,72,765,5450,5552,5451,5554,1,14,90
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.994,15,1500,1448,1448,0,48,14920.6875,395,801,True,False,35.613,16,1500,1448,1424,455,48,24177.125,73,424,95,747,5455,5561,5447,5557,2,13,6
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.370,15,1500,1448,1448,0,48,15078.9375,389,840,True,False,35.500,16,1500,1448,1424,559,48,24125.1875,79,417,97,763,5450,5552,5440,5552,2,14,25
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.123,16,1500,1448,1448,0,48,14881.875,368,756,True,False,35.710,16,1500,1448,1425,520,48,23036.6875,57,413,68,692,5456,5561,5455,5563,1,12,65
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.624,16,1500,1448,1448,0,48,14955.3125,336,747,True,False,35.214,16,1500,1448,1425,475,48,24444.25,111,424,138,711,5437,5552,5432,5554,3,13,54
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.872,16,1500,1448,1448,0,48,14937.125,351,764,True,False,35.338,16,1500,1448,1424,530,48,23812.6875,55,377,76,699,5440,5563,5430,5558,1,13,39
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.623,16,1500,1448,1448,0,48,15088.5,341,768,True,False,35.097,16,1500,1448,1425,388,48,23897.875,51,424,70,700,5431,5546,5426,5548,1,13,3
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.737,16,1500,1448,1448,0,48,14889.1875,337,665,True,False,35.590,16,1500,1448,1425,416,48,23753.1875,61,462,71,618,5438,5567,5434,5570,1,11,97
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.869,16,1500,1448,1448,0,48,15049.6875,339,729,True,False,35.493,16,1500,1448,1424,440,48,24166.8125,48,422,67,678,5457,5561,5459,5566,1,12,33
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.995,13,1500,1448,1448,0,42,14497,453,861,True,False,35.235,16,1500,1448,1425,529,48,24180.6875,74,423,97,808,5450,5569,5450,5572,2,14,47
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.870,16,1500,1448,1448,0,48,15019.9375,352,757,True,False,36.614,16,1500,1448,1424,536,48,23670,49,428,73,680,5433,5559,5433,5561,1,12,96
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.988,16,1500,1448,1448,0,48,14872.9375,357,725,True,False,35.483,16,1500,1448,1425,501,48,22621.25,55,427,63,679,5459,5566,5455,5567,1,12,72
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.060,16,1500,1448,1448,0,48,14989.9375,345,697,True,False,35.594,16,1500,1448,1425,564,48,23757.0625,65,426,85,664,5445,5560,5449,5564,2,12,16
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.490,16,1500,1448,1448,0,48,14865.5,364,710,True,False,35.372,16,1500,1448,1425,570,48,23577.875,63,474,79,661,5448,5566,5443,5564,1,12,8
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.116,16,1500,1448,1448,0,48,15036.5,343,773,True,False,35.000,16,1500,1448,1424,589,48,23896.125,56,368,73,684,5426,5550,5424,5552,1,12,14
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.993,14,1500,1448,1448,0,45,14517.6,413,902,True,False,35.618,16,1500,1448,1425,571,48,23793.75,65,455,87,793,5437,5559,5432,5554,2,14,82
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.992,16,1500,1448,1448,0,48,14850.625,372,747,True,False,35.357,16,1500,1448,1424,450,48,23739.3125,48,467,69,683,5451,5557,5455,5556,1,12,45
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.112,16,1500,1448,1448,0,48,14992.1875,367,779,True,False,35.873,16,1500,1448,1424,560,48,22787.9375,74,460,109,740,5433,5558,5438,5560,2,13,43
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.240,16,1500,1448,1448,0,48,15064.5,355,768,True,False,35.222,16,1500,1448,1424,505,48,23502.1875,76,380,84,709,5449,5566,5448,5562,2,13,83
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.874,13,1500,1448,1448,0,42,14335.285714285714,439,852,True,False,34.616,16,1500,1448,1424,583,48,23405.375,43,460,50,775,5441,5554,5441,5556,1,14,63
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.873,13,1500,1448,1448,0,42,14538.357142857143,441,855,True,False,35.373,16,1500,1448,1424,390,48,24609.3125,129,390,207,839,5446,5579,5445,5582,4,15,80
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.733,16,1500,1448,1448,0,48,14856.6875,353,798,True,False,35.603,16,1500,1448,1425,542,48,23675.375,46,406,55,694,5450,5552,5449,5554,1,13,59
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.619,16,1500,1448,1448,0,48,14893.9375,350,732,True,False,35.602,16,1500,1448,1425,459,48,24134,72,438,75,664,5449,5556,5446,5552,1,12,15
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,89.247,16,1500,1448,1448,0,48,15061.125,360,736,True,False,34.496,16,1500,1448,1425,577,48,23425.3125,85,432,125,704,5452,5554,5448,5556,2,13,71
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.993,16,1500,1448,1448,0,48,14869.5,356,739,True,False,35.480,16,1500,1448,1425,417,48,23829.4375,64,490,67,671,5436,5563,5432,5563,1,12,42
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.744,16,1500,1448,1448,0,48,14953.3125,367,742,True,False,34.610,16,1500,1448,1424,510,48,23333,89,378,104,700,5442,5546,5444,5549,2,13,51
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.992,16,1500,1448,1448,0,48,14880.75,364,757,True,False,35.475,16,1500,1448,1424,574,48,23905.3125,91,392,113,709,5440,5551,5440,5554,2,13,57
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.625,14,1500,1448,1448,0,45,14721,425,871,True,False,35.369,16,1500,1448,1425,456,48,24311.375,53,405,50,793,5453,5567,5450,5567,1,14,88
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.615,16,1500,1448,1448,0,48,14958.125,346,729,True,False,34.747,16,1500,1448,1425,508,48,24355.875,57,423,72,672,5443,5560,5434,5562,1,12,4
VDSL inp,100,40,5,5,1,1,4,4,16,100,90,0.05,5,20,5,True,True,88.870,15,1500,1448,1448,0,48,14872.75,396,828,True,False,34.498,16,1500,1448,1424,590,48,23467.5625,56,401,68,739,5447,5562,5443,5565,1,13,12
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.373,16,1500,1448,1448,0,48,14773.6875,349,759,True,False,35.496,16,1500,1448,1425,560,48,23760.125,97,377,146,737,5435,5556,5441,5559,3,13,79
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.871,16,1500,1448,1448,0,48,14609,400,861,True,False,35.243,16,1500,1448,1424,579,48,23540.5625,84,404,120,818,5442,5551,5448,5552,2,15,50
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.124,16,1500,1448,1448,0,48,14702.75,365,762,True,False,34.464,16,1500,1448,1425,600,48,23895.625,62,359,87,727,5442,5543,5429,5545,2,13,23
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.620,16,1500,1448,1448,0,48,14632.875,342,772,True,False,35.472,16,1500,1448,1424,715,48,23105.4375,55,402,61,685,5434,5549,5426,5552,1,12,68
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.748,16,1500,1448,1448,0,48,14484.125,405,778,True,False,35.121,16,1500,1448,1425,669,48,24293.0625,57,338,67,712,5444,5553,5445,5554,1,13,92
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.116,16,1500,1448,1448,0,48,14662.875,369,807,True,False,34.478,16,1500,1448,1424,685,48,24506.5625,70,404,76,727,5442,5552,5437,5553,1,13,95
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.000,16,1500,1448,1448,0,48,14732.1875,359,802,True,False,35.357,16,1500,1448,1424,623,48,23668.1875,55,380,63,719,5435,5552,5428,5554,1,13,46
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.120,16,1500,1448,1448,0,48,14695.875,373,810,True,False,35.480,16,1500,1448,1424,551,48,23075.5,79,435,84,711,5437,5571,5432,5575,2,13,93
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.732,16,1500,1448,1448,0,48,14933.9375,382,734,True,False,35.473,16,1500,1448,1424,477,48,23339.625,53,477,58,659,5436,5548,5434,5549,1,12,17
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.998,15,1500,1448,1448,0,48,14740.25,430,866,True,False,35.999,16,1500,1448,1424,562,48,23553.5625,118,418,161,825,5441,5566,5440,5570,3,15,29
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.998,16,1500,1448,1448,0,48,14592.4375,389,795,True,False,33.861,16,1500,1448,1424,611,48,22672.5625,53,406,76,689,5455,5558,5451,5560,1,12,20
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.876,16,1500,1448,1448,0,48,14430.5,423,872,True,False,36.241,16,1500,1448,1425,705,48,22602.0625,52,344,65,784,5451,5558,5448,5561,1,14,31
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.602,16,1500,1448,1448,0,48,14617.0625,373,736,True,False,36.113,16,1500,1448,1425,540,48,23850,51,339,61,675,5425,5548,5430,5551,1,12,84
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.371,15,1500,1448,1448,0,48,14860.0625,424,836,True,False,35.866,16,1500,1448,1425,542,48,24280.8125,90,382,117,784,5449,5565,5446,5566,2,14,13
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.623,16,1500,1448,1448,0,48,14649.75,420,869,True,False,34.866,16,1500,1448,1425,586,48,23823.4375,62,432,72,781,5448,5559,5443,5559,1,14,62
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.248,16,1500,1448,1448,0,48,14653.3125,343,739,True,False,35.125,16,1500,1448,1424,617,48,23629.1875,57,416,64,694,5452,5560,5451,5563,1,12,75
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.747,16,1500,1448,1448,0,48,14732.0625,366,737,True,False,34.875,16,1500,1448,1424,722,48,22809.1875,58,434,73,678,5439,5556,5424,5559,1,12,9
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.859,16,1500,1448,1448,0,48,14695.125,358,763,True,False,34.991,16,1500,1448,1425,661,48,23652.3125,51,363,68,710,5444,5549,5441,5552,1,13,44
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.932,16,1500,1448,1448,0,48,14669.625,367,753,True,False,35.609,16,1500,1448,1425,592,48,23894.5,76,425,58,686,5458,5567,5454,5567,1,12,48
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.994,15,1500,1448,1448,0,48,14987.6875,412,837,True,False,35.490,16,1500,1448,1425,613,48,23245.3125,58,413,67,746,5439,5555,5442,5558,1,13,99
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.873,16,1500,1448,1448,0,48,14431.4375,344,810,True,False,35.120,16,1500,1448,1425,644,48,23353.75,55,436,72,708,5452,5578,5451,5581,1,13,56
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.624,16,1500,1448,1448,0,48,14598.625,416,850,True,False,36.220,16,1500,1448,1424,567,48,23017.125,78,387,97,812,5451,5554,5445,5556,2,15,32
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.621,16,1500,1448,1448,0,48,14492.4375,354,751,True,False,35.622,16,1500,1448,1424,559,48,24566.6875,55,412,74,683,5446,5568,5443,5565,1,12,78
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.999,16,1500,1448,1448,0,48,14635.4375,395,832,True,False,35.498,16,1500,1448,1424,579,48,22689.1875,71,432,84,759,5445,5564,5439,5567,2,14,38
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.110,16,1500,1448,1448,0,48,14911.625,385,786,True,False,35.855,16,1500,1448,1425,690,48,23244,46,347,70,714,5434,5557,5436,5560,1,13,26
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.613,16,1500,1448,1448,0,48,14642,377,792,True,False,34.842,16,1500,1448,1424,452,48,23561.875,115,424,162,773,5467,5564,5468,5565,3,14,69
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.994,16,1500,1448,1448,0,48,14531.5,377,795,True,False,34.865,16,1500,1448,1425,650,48,23691.3125,51,415,74,724,5444,5571,5441,5575,1,13,34
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.114,15,1500,1448,1448,0,48,14520.0625,435,860,True,False,34.856,16,1500,1448,1424,703,48,24456.9375,64,369,72,773,5448,5556,5450,5558,1,14,58
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.240,16,1500,1448,1448,0,48,14765.125,373,741,True,False,35.851,16,1500,1448,1424,526,48,23815.9375,108,384,142,713,5437,5558,5433,5560,3,13,30
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.866,15,1500,1448,1448,0,48,14648.125,411,831,True,False,35.598,16,1500,1448,1425,563,48,23599.75,56,446,85,785,5440,5563,5432,5568,2,14,70
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.999,16,1500,1448,1448,0,48,14732.9375,335,778,True,False,35.246,16,1500,1448,1425,629,48,23636.5,56,372,66,714,5462,5570,5473,5571,1,13,24
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.990,16,1500,1448,1448,0,48,14611.875,374,725,True,False,35.994,16,1500,1448,1425,517,48,23117.25,138,415,220,706,5428,5570,5424,5574,4,13,52
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.869,16,1500,1448,1448,0,48,14498.75,411,781,True,False,35.743,16,1500,1448,1424,715,48,24153.875,46,364,57,693,5435,5554,5435,5556,1,12,36
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.614,15,1500,1448,1448,0,48,14906.75,420,857,True,False,34.998,16,1500,1448,1425,629,48,23348.8125,71,355,85,762,5447,5559,5446,5560,2,14,2
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.996,16,1500,1448,1448,0,48,14530.125,365,778,True,False,34.740,16,1500,1448,1425,604,48,22987.1875,43,496,52,711,5442,5552,5442,5554,1,13,5
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.248,16,1500,1448,1448,0,48,14597.9375,382,756,True,False,35.222,16,1500,1448,1424,591,48,24181.375,51,425,79,705,5448,5563,5449,5565,1,13,89
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.747,16,1500,1448,1448,0,48,14666.25,362,752,True,False,36.488,16,1500,1448,1425,638,48,22688.5,52,386,78,698,5449,5575,5440,5577,1,13,74
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.117,16,1500,1448,1448,0,48,14589.25,362,788,True,False,36.603,16,1500,1448,1424,373,48,23300.25,+Inf,NaN,345,784,5446,5554,5445,5557,6,14,91
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.366,16,1500,1448,1448,0,48,14651.8125,367,798,True,False,35.493,16,1500,1448,1425,669,48,23523.3125,50,338,62,711,5458,5569,5454,5568,1,13,53
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.993,16,1500,1448,1448,0,48,14720.6875,371,769,True,False,35.591,16,1500,1448,1425,680,48,24212.4375,39,381,48,690,5451,5557,5445,5559,1,12,21
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.985,16,1500,1448,1448,0,48,14831.0625,321,768,True,False,35.367,16,1500,1448,1425,560,48,23693.1875,55,427,57,704,5445,5556,5443,5559,1,13,55
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.249,15,1500,1448,1448,0,48,14678.5,429,825,True,False,35.625,16,1500,1448,1425,664,48,23405.5625,58,412,69,754,5452,5556,5446,5555,1,14,27
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.867,15,1500,1448,1448,0,48,14470.9375,421,885,True,False,34.730,16,1500,1448,1425,564,48,24011.125,71,456,74,771,5445,5561,5443,5563,1,14,77
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,89.000,16,1500,1448,1448,0,48,14815.75,336,715,True,False,35.365,16,1500,1448,1424,594,48,24282,69,458,83,660,5439,5564,5438,5566,2,12,85
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.874,16,1500,1448,1448,0,48,14766.5,372,760,True,False,35.843,16,1500,1448,1425,641,48,23337,65,391,73,680,5434,5545,5430,5547,1,12,86
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.870,16,1500,1448,1448,0,48,14622.0625,350,741,True,False,33.750,16,1500,1448,1425,654,48,23685.6875,50,417,63,682,5441,5559,5433,5560,1,12,18
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.748,15,1500,1448,1448,0,48,14544.5,432,843,True,False,34.871,16,1500,1448,1424,610,48,24008.3125,95,422,117,776,5439,5557,5430,5560,2,14,22
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.742,15,1500,1448,1448,0,48,14688.75,402,827,True,False,35.841,16,1500,1448,1424,553,48,23930.3125,45,397,57,754,5449,5555,5443,5557,1,14,81
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.997,15,1500,1448,1448,0,48,14535.6875,387,837,True,False,35.488,16,1500,1448,1424,559,48,24577.125,46,372,51,761,5435,5552,5450,5554,1,14,64
VDSL inp,100,40,5,5,1,1,6,4,16,100,90,0.05,5,20,5,True,True,88.863,15,1500,1448,1448,0,48,14542.5,417,864,True,False,35.480,16,1500,1448,1424,551,48,23968.5,61,407,68,778,5462,5572,5462,5575,1,14,7
